,apical,cell_soma_location,dendrite_type,disease_state,specimen_id,name,reconstruction_type,reporter_status,species,structure_area_abbrev,structure_area_id,structure_layer_name,transgenic_line,average_bifurcation_angle_local,average_bifurcation_angle_remote,average_contraction,average_diameter,average_fragmentation,average_parent_daughter_ratio,hausdorff_dimension,id,max_branch_order,max_path_distance,neuron_reconstruction_type,number_bifurcations,number_branches,number_nodes,number_stems,number_tips,overall_depth,overall_height,overall_width,scale_factor_x,scale_factor_y,scale_factor_z,soma_surface,superseded,tags,total_length,total_surface,total_volume
77,intact,"[9567.21437135339, 2226.20544070167, 2370.7690222474]",spiny,,507101551,Rorb-IRES2-Cre-D;Ai14-234246.02.02.01,dendrite-only,positive,Mus musculus,VISl,409,6a,Rorb-IRES2-Cre,66.5918860717444,,0.880750139505363,0.543119633047225,66.6585365853659,0.99625,,552581071.0,8.0,638.315617482892,dendrite-only,21.0,46.0,2784.0,4.0,25.0,142.151,879.0358664593809,432.315298010138,0.1144,0.1144,0.28,143.258073405521,False,3D Neuron Reconstruction morphology,3243.9105900327004,5534.34284902516,789.250197930997
78,NA,"[8918.72168059731, 1569.23039561518, 8640.11760510546]",aspiny,,592712536,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-323433.04.01.01,,positive,Mus musculus,VISp,385,5,Nos1-CreERT2|Sst-IRES-FlpO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,NA,"[9125.35180841524, 1778.26508018144, 2477.31899750724]",aspiny,,472517038,Sst-IRES-Cre;Ai14-181375.03.01.01,,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,NA,"[70.0, 260.0, 111.0]",aspiny,epilepsy,529807751,H16.06.010.01.03.04.01,full,,Homo Sapiens,MTG,12141,3,,88.7127739641581,,0.9172808240161379,0.47183735108452096,102.93023255814,0.9967945387455021,,667320242.0,4.0,480.185658078505,full,22.0,50.0,4486.0,6.0,28.0,112.7241,629.279190130797,365.156273450767,0.1144,0.1144,0.28,500.13259744095495,False,3D Neuron Reconstruction morphology,5211.52204335265,7725.805966071371,932.317257855766
81,truncated,"[317.0, 268.0, 88.0]",spiny,epilepsy,539563223,H16.06.011.01.01.14.02,,,Homo Sapiens,MTG,12141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,intact,"[9252.51774005553, 1269.01841271259, 3037.92452514836]",spiny,,515202564,Scnn1a-Tg3-Cre;Ai14-242586.04.02.01,,positive,Mus musculus,VISp,385,4,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,NA,"[9240.00000000001, 2058.86565496311, 8842.86973542875]",aspiny,,574038330,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-304714.02.01.01,full,positive,Mus musculus,VISp,385,6a,Nos1-CreERT2|Sst-IRES-FlpO,66.9609278338259,,0.86165100446919,0.5707743936393841,67.0454545454545,0.9664908571407941,,643517283.0,5.0,433.99454473093203,full,22.0,47.0,3008.0,3.0,25.0,69.5772,476.150796190914,509.568064415951,0.1144,0.1144,0.28,570.64138879256,False,3D Neuron Reconstruction morphology,3416.9687766794395,6130.74358231583,941.1135443366479
84,truncated,"[9380.0, 1597.43273017354, 8945.24192458555]",spiny,,322723785,Rorb-IRES2-Cre-D;Ai14-172650.03.01.01,,positive,Mus musculus,VISp,385,4,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,intact,"[9326.14017165814, 1279.43688884743, 2861.16267787537]",spiny,,476457450,Nr5a1-Cre;Ai14-187780.03.02.01,dendrite-only,positive,Mus musculus,VISp,385,4,Nr5a1-Cre,65.39671781807169,,0.863691508571932,0.378397991722086,52.84615384615379,0.8669784146408009,,491253858.0,6.0,427.477197320841,dendrite-only,26.0,56.0,2776.0,4.0,30.0,74.9719,461.28489541794096,299.06885494744597,0.1144,0.1144,0.28,273.59489702211897,False,3D Neuron Reconstruction morphology,2927.04421243581,3504.1633923969002,386.691987515297
86,intact,"[8790.23227466551, 631.367960807117, 7685.28421015727]",spiny,,477127614,Slc17a6-IRES-Cre;Ai14-190263.04.01.01,full,positive,Mus musculus,VISp,385,2/3,Slc17a6-IRES-Cre,84.0640080274233,,0.889290116700355,0.18045948191686897,54.6071428571429,0.74787906188281,,706381804.0,6.0,357.77947911533204,full,14.0,36.0,1875.0,8.0,22.0,85.6395,454.242328124621,239.15084778925598,0.1144,0.1144,0.28,43.975788519707,False,3D Neuron Reconstruction morphology,2161.67226656108,1223.7394667821002,63.0815212774907
87,intact,"[8790.23227466551, 631.367960807117, 7685.28421015727]",spiny,,477127614,Slc17a6-IRES-Cre;Ai14-190263.04.01.01,full,positive,Mus musculus,VISp,385,2/3,Slc17a6-IRES-Cre,84.0640080274233,,0.889290116700355,0.18045948191686897,54.6071428571429,0.74787906188281,,491392956.0,6.0,357.77947911533204,dendrite-only,14.0,36.0,1875.0,8.0,22.0,85.6395,454.242328124621,239.15084778925598,0.1144,0.1144,0.28,43.975788519707,True,3D Neuron Reconstruction morphology,2161.67226656108,1223.7394667821002,63.0815212774907
88,truncated,"[326.0, 250.0, 116.0]",spiny,epilepsy,489308885,H15.06.018.02.03.01,,,Homo Sapiens,MTG,12141,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,intact,"[9167.91611906308, 1042.73761539496, 3099.96491464403]",spiny,,589452470,Vipr2-IRES2-Cre;Ai14-319360.03.02.01,,positive,Mus musculus,VISp,385,2/3,Vipr2-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,NA,"[8847.43673420269, 710.390591706559, 3590.96673368812]",aspiny,,486755781,Pvalb-IRES-Cre;Ai14-208711.04.02.01,,positive,Mus musculus,VISp,385,2/3,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,NA,"[8227.87539690606, 1291.76405019677, 8400.58213585674]",aspiny,,479107488,Htr3a-Cre_NO152;Ai14-182497.06.01.01,,positive,Mus musculus,VISp,385,5,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,truncated,"[325.0, 257.0, 102.0]",spiny,epilepsy,508280385,H16.06.004.01.04.02,,,Homo Sapiens,MTG,12141,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,NA,"[8658.62377159762, 921.774796961162, 3044.72514457668]",aspiny,,439372920,Htr3a-Cre_NO152;Ai14-177968.04.02.01,,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,NA,"[9018.69805720431, 2148.08387127384, 9093.94355194903]",aspiny,,569457730,Chrna2-Cre_OE25;Ai14(IVSCC)-298555.04.01.01,,positive,Mus musculus,VISl,409,6a,Chrna2-Cre_OE25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,NA,"[68.0, 252.0, 106.0]",aspiny,epilepsy,601927090,H17.03.010.11.13.01,full,,Homo Sapiens,MTG,12141,3,,85.88628054166891,,0.881230504920158,0.48680839202290105,38.0384615384615,1.0,,656411100.0,5.0,222.480762483081,full,13.0,28.0,1008.0,2.0,15.0,63.9901,352.38748636531403,157.545419495853,0.1144,0.1144,0.28,173.67486103872298,False,3D Neuron Reconstruction morphology,1113.57378582792,1704.9008885779,225.76339224377497
96,NA,"[8938.63789414673, 1268.43475196862, 8546.52313424141]",aspiny,,560965993,Nos1-CreERT2;Ai14(BT)-285362.04.01.01,full,positive,Mus musculus,VISp,385,4,Nos1-CreERT2,79.0454503447919,,0.908526755659924,0.266124663370183,18.5466666666667,0.9941787060816372,,572837209.0,8.0,109.458138903941,full,38.0,81.0,1495.0,5.0,43.0,53.2784,159.628226077657,149.31207179625602,0.1144,0.1144,0.28,111.513115620311,False,3D Neuron Reconstruction morphology,1750.8890261684398,1471.0076858386099,96.9146586572635
97,intact,"[9096.69880641589, 2318.09714033856, 2193.33255701727]",spiny,,562965437,Ctgf-2A-dgCre;Ai14-289417.05.02.01,,positive,Mus musculus,VISl,409,6a,Ctgf-T2A-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,intact,"[9009.0, 1015.07441316422, 7920.57851195105]",spiny,,490263211,Scnn1a-Tg2-Cre;Ai14-215165.03.01.01,,positive,Mus musculus,VISp,385,4,Scnn1a-Tg2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,intact,"[270.0, 351.0, 219.0]",spiny,tumor,517673596,H16.06.006.01.04.01,full,,Homo Sapiens,FroL,12113,3,,76.89726753411591,,0.836115543489703,0.680385162092278,75.0116279069767,0.968530378033133,,716317425.0,11.0,1043.6989215541698,full,86.0,177.0,13007.0,5.0,91.0,100.83,1163.07690514203,464.622124746792,0.1144,0.1144,0.28,1078.70857778095,False,3D Neuron Reconstruction morphology,14681.2804129991,31466.212717078197,6415.133751292529
100,intact,"[9368.52178256, 1884.69476839, 8558.44217637]",spiny,,509003464,Ntsr1-Cre;Ai14-235627.04.02.01,dendrite-only,positive,Mus musculus,VISp,385,6a,Ntsr1-Cre_GN220,75.8535791077599,,0.866558361904227,0.38794963934460497,49.480769230769205,0.7903837400463299,,541514429.0,17.0,921.311656310001,dendrite-only,26.0,59.0,2848.0,7.0,33.0,53.2,939.8295510711121,184.09974134120097,0.1144,0.1144,0.28,213.10094053466202,False,3D Neuron Reconstruction morphology,3252.0612126690303,3970.7212548574394,473.994642114047
101,intact,"[9337.58734666098, 1695.70157221469, 8833.31977050658]",spiny,,605141937,Scnn1a-Tg3-Cre;Ai14-337171.04.01.01,,positive,Mus musculus,VISp,385,5,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,NA,"[8500.0, 673.650989042872, 3669.12050597212]",aspiny,,582647492,Chat-IRES-Cre-neo;Ai14-313181.05.02.01,,positive,Mus musculus,VISp,385,2/3,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,truncated,"[67.0, 256.0, 110.0]",spiny,epilepsy,528042185,H16.06.008.01.20.05,full,,Homo Sapiens,MTG,12141,5,,71.2871494314797,,0.867519448260385,0.49080365718251295,76.7037037037037,0.994290036035976,,667320129.0,13.0,1151.27085164277,full,27.0,60.0,4381.0,6.0,33.0,131.3172,1318.11765419023,434.934334125648,0.1144,0.1144,0.28,366.546937053011,False,3D Neuron Reconstruction morphology,5500.698540804749,8567.24460550597,1148.28317476122
104,NA,"[8182.01975192279, 1043.989929429, 8700.89754042726]",aspiny,,566671538,Chrna2-Cre_OE25;Ai14(IVSCC)-294465.05.01.01,full,positive,Mus musculus,VISp,385,2/3,Chrna2-Cre_OE25,76.9035862200615,,0.877449058767211,0.46188085371050897,40.8448275862069,1.0,,650485582.0,7.0,321.714308016301,full,29.0,60.0,2421.0,2.0,31.0,93.1602,477.001856403025,256.159597536347,0.1144,0.1144,0.28,232.899829171386,False,3D Neuron Reconstruction morphology,2830.9477712200105,4096.82647531559,485.03563687924895
105,NA,"[308.0, 310.0, 185.0]",aspiny,tumor,488386626,H15.06.016.01.03.02,full,,Homo Sapiens,IFG,12117,3,,71.9348522678607,,0.9265640230853841,0.482866533986165,85.6071428571429,0.931742680458507,,669287805.0,5.0,362.37041121835296,full,15.0,34.0,2430.0,4.0,19.0,69.7698,442.578166154486,324.459967472043,0.1144,0.1144,0.28,609.960521989636,False,3D Neuron Reconstruction morphology,2818.0276824792895,4289.961762812871,547.046601055828
106,NA,"[9534.76127892923, 1419.28070943195, 2372.10104078596]",aspiny,,587064346,Chat-IRES-Cre-neo;Ai14-316041.02.02.01,,positive,Mus musculus,VISp,385,2/3,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,intact,"[9145.03650389171, 1487.82548621374, 3562.50706124409]",spiny,,589128331,Sim1-Cre_KJ18;Ai14-318533.06.02.01,dendrite-only,positive,Mus musculus,VISp,385,6b,Sim1-Cre_KJ18,85.5701739469925,,0.8289900372490991,0.5033379041188409,67.25,0.9152291431510291,,708729829.0,15.0,827.2473239425681,dendrite-only,20.0,46.0,2824.0,6.0,26.0,98.9352,766.517296907852,415.657519372767,0.1144,0.1144,0.28,532.362449041442,False,3D Neuron Reconstruction morphology,3182.92023466023,5039.01252379541,650.7366877934439
108,intact,"[9100.0, 706.216160910168, 7062.63945636541]",spiny,,573410831,Vipr2-IRES2-Cre;Ai14-304184.03.01.01,,positive,Mus musculus,RSPagl,894,5,Vipr2-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,NA,"[8092.30839494914, 1419.71543586962, 8130.74700006428]",aspiny,,579662957,Vipr2-IRES2-Cre;Ai14-310515.06.01.01,full,positive,Mus musculus,VISp,385,6b,Vipr2-IRES2-Cre,69.7311226920187,,0.879478252668164,0.471743809369611,24.6363636363636,0.988412844137466,,596799483.0,4.0,143.204476322347,full,11.0,29.0,679.0,7.0,18.0,36.54,218.429569336702,119.167054233838,0.1144,0.1144,0.28,320.64496268460204,False,3D Neuron Reconstruction morphology,792.037257245304,1189.9466131777099,152.010768229695
110,intact,"[9230.86548972822, 1029.22667157308, 4625.54291727403]",spiny,,572827931,Glt25d2-Cre_NF107;Ai14-304447.06.02.01,,positive,Mus musculus,RSPd,879,5,Glt25d2-Cre_NF107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,NA,"[8500.0, 695.139373997979, 3188.00981061845]",sparsely spiny,,570098593,Vip-IRES-Cre;Ai14-298226.05.02.01,,positive,Mus musculus,VISp,385,2/3,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,intact,"[9178.97458022285, 1313.19128915115, 3089.00680285632]",spiny,,558474375,Sim1-Cre_KJ18;Ai14-281334.05.02.01,,positive,Mus musculus,VISp,385,5,Sim1-Cre_KJ18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,NA,"[8840.00000000001, 664.415768114518, 3924.12859254949]",aspiny,,574399717,Pvalb-IRES-Cre;Ai14-305772.03.02.01,,positive,Mus musculus,VISp,385,2/3,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,NA,"[8759.56125428953, 2397.98262709014, 9986.94238309309]",aspiny,,575782162,Chat-IRES-Cre-neo;Ai14-307622.04.01.01,,positive,Mus musculus,TEa,541,4,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,truncated,"[69.0, 254.0, 96.0]",spiny,epilepsy,528638057,H16.06.009.01.02.05.01,full,,Homo Sapiens,MTG,12141,3,,80.19847500916441,,0.9037916345125219,0.757991659377504,110.94117647058799,1.0,,671465753.0,14.0,956.19080417584,full,34.0,75.0,7732.0,7.0,41.0,115.4927,1296.80798279252,574.948829269699,0.1144,0.1144,0.28,200.11207427299598,False,3D Neuron Reconstruction morphology,9145.30847446268,21813.0355468162,4362.86407586474
116,truncated,"[8210.0, 1056.30697914105, 8277.89649647234]",spiny,,490172112,Cux2-CreERT2;Ai14-214870.05.01.01,,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,NA,"[72.0, 263.0, 103.0]",aspiny,epilepsy,571427524,H17.06.005.12.15.01,full,,Homo Sapiens,MTG,12141,4,,83.50837435054142,,0.8416106743566499,0.6151948823420079,92.8636363636364,0.9582347862684091,,605485782.0,3.0,381.193193971204,full,11.0,28.0,2080.0,6.0,17.0,104.706,507.36066099177805,215.074720857843,0.1144,0.1144,0.28,346.88416450146,False,3D Neuron Reconstruction morphology,2395.82575624917,4663.56146327589,762.9048505988541
118,intact,"[8260.0, 1076.10643417443, 3208.76454000141]",spiny,,490916919,Rbp4-Cre_KL100;Ai14-215300.05.02.01,,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,intact,"[8580.52918453797, 1054.92928911385, 2964.66688437022]",spiny,,486198953,Cux2-CreERT2;Ai14-205222.03.02.01,,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,NA,"[8889.08782826959, 818.178030348307, 7587.60350998091]",aspiny,,397243949,Gad2-IRES-Cre;Ai14-177639.03.01.01,,positive,Mus musculus,VISp,385,4,Gad2-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,NA,"[8636.96764768493, 1183.98820519634, 7670.50702421413]",aspiny,,583719952,Chrna2-Cre_OE25;Ai14(IVSCC)-312987.06.01.01,,positive,Mus musculus,VISp,385,6a,Chrna2-Cre_OE25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,truncated,"[68.0, 252.0, 106.0]",spiny,epilepsy,601950719,H17.03.010.11.13.05,,,Homo Sapiens,MTG,12141,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,NA,"[8883.61438086629, 1144.21614888004, 7829.77908430078]",aspiny,,475580568,Sst-IRES-Cre;Ai14-186024.03.02.01,,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,NA,"[9100.0, 796.298607995618, 3344.90849077794]",aspiny,,477278032,Htr3a-Cre_NO152;Ai14-189162.04.02.01,,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,NA,"[9335.10742673794, 1498.95228545261, 3656.23357144495]",aspiny,,554443833,Nkx2-1-CreERT2;Ai14(BT)-278732.02.02.01,,positive,Mus musculus,VISp,385,6b,Nkx2-1-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,NA,"[8906.73399140304, 1212.7553597368, 8019.16488410115]",aspiny,,471085676,Pvalb-IRES-Cre;Ai14-180633.04.01.01,dendrite-only,positive,Mus musculus,VISp,385,5,Pvalb-IRES-Cre,65.3193402117179,,0.8212194900814141,0.3774986931520639,55.6666666666667,1.0831090044013199,,491771159.0,3.0,228.207496602178,dendrite-only,6.0,19.0,946.0,7.0,13.0,64.2701,219.50681462372899,305.361036452851,0.1144,0.1144,0.28,534.022756693479,False,3D Neuron Reconstruction morphology,1139.5534294090198,1352.1000022474,137.934766214532
127,NA,"[8067.38063946462, 1492.96455692423, 9584.72706707775]",aspiny,,585841870,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-315067.06.01.01,full,positive,Mus musculus,VISal,402,2/3,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,87.5310447512571,,0.8523344275011709,0.38066359511574893,42.7333333333333,0.997163230164687,,636989642.0,6.0,199.751230569085,full,23.0,53.0,2195.0,7.0,30.0,107.2316,250.052620927374,217.427070402546,0.1144,0.1144,0.28,114.11948923326099,False,3D Neuron Reconstruction morphology,2533.4261900302,3027.08282370879,292.828041821357
128,intact,"[7816.0, 1044.33923930636, 8156.40646897229]",spiny,,471129934,Rbp4-Cre_KL100;Ai14-180747.06.01.01,dendrite-only,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,72.4589358087899,,0.880299245506923,0.276129407212226,39.5,0.8713137867873759,,495335491.0,9.0,539.8777537786419,dendrite-only,49.0,107.0,4079.0,9.0,58.0,104.5262,608.482519192251,307.937982480619,0.1144,0.1144,0.28,599.6597276808291,False,3D Neuron Reconstruction morphology,4890.074653963529,4223.2169071214,311.824199526866
129,intact,"[8709.35966923039, 1213.92253560797, 8196.26597828185]",spiny,,524850271,Chrna2-Cre_OE25;Ai14(BT)-250843.04.01.01,dendrite-only,positive,Mus musculus,VISp,385,5,Chrna2-Cre_OE25,80.7691308810653,,0.8993742113607042,0.10998099083147,46.171428571428606,0.9114255454171629,,544723118.0,9.0,689.7915175061611,dendrite-only,35.0,77.0,3357.0,7.0,42.0,92.3717,731.2268962662289,319.475470136948,0.1144,0.1144,0.28,10.7850368182513,False,3D Neuron Reconstruction morphology,3952.9169835914295,1359.9366988373101,38.595100620747104
130,NA,"[8800.0, 1442.40901501153, 2922.29594737292]",sparsely spiny,,475049291,Sst-IRES-Cre;Ai14-183332.05.02.01,dendrite-only,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,71.9113530511426,,0.8671217246308209,0.295455035113604,73.8214285714286,0.816243166958586,,486041253.0,5.0,569.974919582082,dendrite-only,14.0,32.0,2151.0,4.0,18.0,75.3286,584.083922267968,386.07669482184303,0.1144,0.1144,0.28,502.033948440739,False,3D Neuron Reconstruction morphology,2667.6183894107603,2472.79502005095,197.06379600825198
131,intact,"[325.0, 257.0, 102.0]",spiny,epilepsy,508282493,H16.06.004.01.04.03,full,,Homo Sapiens,MTG,12141,3,,67.4282132484494,,0.881825863333112,0.897421055138816,75.6617647058823,0.9708100112805071,,582653919.0,9.0,627.510998927956,full,34.0,74.0,5249.0,6.0,40.0,146.5332,716.511223409957,439.285894409057,0.1144,0.1144,0.28,802.946573537362,False,3D Neuron Reconstruction morphology,6628.39379552189,19217.1099558943,4827.155060893951
132,NA,"[9190.84394155471, 1446.17431641626, 2949.86384242511]",aspiny,,547262673,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-271577.03.02.02,,positive,Mus musculus,VISp,385,5,Nos1-CreERT2|Sst-IRES-FlpO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,NA,"[8124.33017659254, 930.412061325931, 3306.22323278519]",sparsely spiny,,565888394,Oxtr-2A-Cre;Ai14-293837.06.02.01,full,positive,Mus musculus,VISp,385,4,Oxtr-T2A-Cre,73.16285138555179,,0.877026060852744,0.63210730833871,42.4893617021277,0.998824603446308,,580260267.0,5.0,302.009706428154,full,24.0,55.0,2124.0,7.0,31.0,93.7812,262.33831318455003,346.30512570763,0.1144,0.1144,0.28,334.121464386178,False,3D Neuron Reconstruction morphology,2474.04517274618,4917.72689768463,821.320248530678
134,NA,"[9100.0, 2062.28854352813, 9631.33788800556]",aspiny,,567901050,Pvalb-IRES-Cre;Ai14-296193.03.01.01,,positive,Mus musculus,VISli,312782574,4,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,truncated,"[9090.00000000001, 1509.26319498667, 8654.64993957544]",spiny,,487445455,Cux2-CreERT2;Ai14-214156.04.01.01,,positive,Mus musculus,VISp,385,5,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,intact,"[8823.99878168856, 1102.88146211887, 3413.42961093176]",spiny,,486025194,Rbp4-Cre_KL100;Ai14-205726.04.01.01,dendrite-only,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,77.1969924257872,,0.91606203683836,0.48114139897608293,52.3090909090909,0.9667475820541279,,514342418.0,6.0,533.905216212993,dendrite-only,28.0,64.0,3129.0,8.0,36.0,112.8551,600.283946174629,317.039881401449,0.1144,0.1144,0.28,536.200015795129,False,3D Neuron Reconstruction morphology,3661.15262718691,5513.240948383111,826.933955343074
137,truncated,"[92.0, 260.0, 67.0]",spiny,epilepsy,529988200,H16.06.010.01.01.11.02,,,Homo Sapiens,ITG,12142,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,truncated,"[6898.06169239125, 985.641018599795, 3568.28548078891]",spiny,,584635215,Scnn1a-Tg3-Cre;Ai14-315863.09.02.01,,positive,Mus musculus,SSp-tr,361,4,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,intact,"[68.0, 252.0, 106.0]",spiny,epilepsy,601958555,H17.03.010.11.13.06,full,,Homo Sapiens,MTG,12141,3,,63.266191063067396,,0.928443099973497,0.475474738820818,69.948275862069,1.0,,651089035.0,12.0,1148.2201219536998,full,58.0,125.0,8271.0,9.0,67.0,141.1113,1314.91269034781,530.38434013746,0.1144,0.1144,0.28,351.041685890303,False,3D Neuron Reconstruction morphology,10469.5163568388,16355.8217153872,2371.63208624457
140,truncated,"[9008.25361961405, 1678.20394861602, 8912.70077608196]",spiny,,508887004,Rbp4-Cre_KL100;Ai14-236407.05.01.01,,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,NA,"[8184.42334763037, 999.588623908471, 3384.45232996286]",aspiny,,478947222,Pvalb-IRES-Cre;Ai14-195051.06.02.01,,positive,Mus musculus,VISp,385,5,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,NA,"[8846.52294039863, 1060.74227890807, 3484.40292796523]",sparsely spiny,,522416880,Htr3a-Cre_NO152;Ai14-249977.04.02.01,,positive,Mus musculus,VISp,385,5,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,NA,"[8989.85221946988, 1544.26328655719, 8159.33890413006]",aspiny,,488438177,Pvalb-IRES-Cre;Ai14-212441.03.01.01,,positive,Mus musculus,VISp,385,6a,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,intact,"[9186.33811157311, 1457.06930958884, 3207.84557451856]",spiny,,485934207,Ntsr1-Cre;Ai14-204781.03.02.01,,negative,Mus musculus,VISp,385,5,Ntsr1-Cre_GN220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,NA,"[9282.94443768887, 933.9969916579, 3639.95534024713]",aspiny,,487405644,Pvalb-IRES-Cre;Ai14-212811.03.02.01,,positive,Mus musculus,VISp,385,4,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,intact,"[8147.32838511615, 999.673620561329, 8309.73673511382]",spiny,,515949222,Cux2-CreERT2;Ai14-241282.05.01.01,,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,truncated,"[274.0, 331.0, 228.0]",spiny,tumor,576132767,H17.06.007.11.05.05,full,,Homo Sapiens,MFG,12116,5,,87.3083748252151,,0.7914780896128359,0.6936408556946779,106.46666666666701,0.9452866739758492,,679909255.0,10.0,643.468805186409,full,15.0,33.0,3438.0,3.0,18.0,146.8538,838.741660228733,404.285197026947,0.1144,0.1144,0.28,257.036074366472,False,3D Neuron Reconstruction morphology,4169.20029169336,9092.07388542528,1638.3072988869699
148,NA,"[9213.77176404635, 1204.61056120516, 7978.49079528402]",sparsely spiny,,517345160,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-243223.02.01.01,full,positive,Mus musculus,VISp,385,5,Nos1-CreERT2|Sst-IRES-FlpO,73.2475323444592,,0.8768022046405791,0.435961123961304,87.875,0.9799368212074799,,562232730.0,4.0,518.8072121740149,full,16.0,37.0,2911.0,5.0,21.0,156.116,614.262536416175,424.080452910928,0.1144,0.1144,0.28,276.055913797801,False,3D Neuron Reconstruction morphology,3583.3215060402704,4905.28828292183,541.963438210962
149,NA,"[8450.44696267301, 1178.6016286193, 8964.51541768009]",aspiny,,524689239,Vip-IRES-Cre;Ai14(IVSCC)-253382.05.01.01,full,positive,Mus musculus,VISp,385,2/3,Vip-IRES-Cre,83.31037304929009,,0.866917271472905,0.33652478828748705,31.5360824742268,0.910473390293097,,556384349.0,9.0,418.244018019855,full,49.0,100.0,3083.0,2.0,51.0,81.3557,544.0365543544731,211.59485855348498,0.1144,0.1144,0.28,256.711218141886,False,3D Neuron Reconstruction morphology,3591.75363418558,3793.4296778632597,376.00620071165804
150,NA,"[72.0, 257.0, 90.0]",aspiny,epilepsy,571709783,H17.06.006.11.08.07,full,,Homo Sapiens,MTG,12141,3,,85.20831451689759,,0.789621077612263,0.0976823655718221,128.0,0.9660919158277841,,587405674.0,4.0,449.71820025020304,full,13.0,33.0,3465.0,7.0,20.0,144.2,594.414267960115,425.39195878373,0.1144,0.1144,0.28,15.1591457025088,False,3D Neuron Reconstruction morphology,4083.6846146029498,1255.6783161041901,29.3781490283833
